Record Length,Analog:7000,
Sample Interval,Analog:1.000000E-05,
Vertical Units,CH1:V, CH3:V, CH4:V,,
Vertical Scale,CH1:+2.000000E+00, CH3:+2.000000E+00, CH4:+5.000000E-01,,
Vertical Offset,CH1:-6.600000E+00, CH3:-6.160000E+00, CH4:-1.278000E+01,,
Horizontal Units,us,
Horizontal Scale,+5.000000E+03,
Model Number,SDS1104X-E,
Serial Number,SDSMMGKD7R7907,
Software Version,8.3.6.1.37R10,
Source,CH1,CH3,CH4
Second,Value,Value,Value
+4.398000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.398100E-01,+9.200001E-01,+1.272000E+01,+1.052000E+01
+4.398200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.398300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.398400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.398500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.398600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.398700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.398800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.398900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.399000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.399100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.399200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.399300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.399400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.399500E-01,+9.200001E-01,+1.264000E+01,+1.052000E+01
+4.399600E-01,+1.164000E+01,+1.264000E+01,+1.052000E+01
+4.399700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.399800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.399900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.400000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.400100E-01,+5.880000E+00,+1.248000E+01,+1.052000E+01
+4.400200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.400300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.400400E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.400500E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.400600E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.400700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.400800E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.400900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.401000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.401100E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.401200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.401300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.401400E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.401500E-01,+8.400002E-01,+1.248000E+01,+1.052000E+01
+4.401600E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.401700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.401800E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.401900E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.402000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.402100E-01,+1.080000E+00,+1.248000E+01,+1.052000E+01
+4.402200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.402300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.402400E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.402500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.402600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.402700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.402800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.402900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.403000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.403100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.403200E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.403300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.403400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.403500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.403600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.403700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.403800E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.403900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.404000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.404100E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.404200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.404300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.404400E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.404500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.404600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.404700E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.404800E-01,+8.200000E+00,+1.264000E+01,+1.052000E+01
+4.404900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.405000E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.405100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.405200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.405300E-01,+9.880000E+00,+1.264000E+01,+1.052000E+01
+4.405400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.405500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.405600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.405700E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.405800E-01,+8.400002E-01,+1.248000E+01,+1.052000E+01
+4.405900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.406000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.406100E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.406200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.406300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.406400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.406500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.406600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.406700E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.406800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.406900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.407000E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.407100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.407200E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.407300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.407400E-01,+5.080000E+00,+1.264000E+01,+1.052000E+01
+4.407500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.407600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.407700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.407800E-01,+1.220000E+01,+1.256000E+01,+1.052000E+01
+4.407900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.408000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.408100E-01,+1.236000E+01,+1.288000E+01,+1.052000E+01
+4.408200E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.408300E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.408400E-01,+1.228000E+01,+1.264000E+01,+1.052000E+01
+4.408500E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.408600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.408700E-01,+1.196000E+01,+1.264000E+01,+1.052000E+01
+4.408800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.408900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.409000E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.409100E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.409200E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.409300E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.409400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.409500E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.409600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.409700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.409800E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.409900E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.410000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.410100E-01,+1.188000E+01,+1.264000E+01,+1.052000E+01
+4.410200E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.410300E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.410400E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.410500E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.410600E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.410700E-01,+9.200001E-01,+1.248000E+01,+1.052000E+01
+4.410800E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.410900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.411000E-01,+1.320000E+00,+1.272000E+01,+1.052000E+01
+4.411100E-01,+1.076000E+01,+1.264000E+01,+1.052000E+01
+4.411200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.411300E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.411400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.411500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.411600E-01,+5.000000E+00,+1.264000E+01,+1.052000E+01
+4.411700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.411800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.411900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.412000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.412100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.412200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.412300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.412400E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.412500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.412600E-01,+1.480000E+00,+1.272000E+01,+1.052000E+01
+4.412700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.412800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.412900E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.413000E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.413100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.413200E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.413300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.413400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.413500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.413600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.413700E-01,+1.028000E+01,+1.264000E+01,+1.052000E+01
+4.413800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.413900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.414000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.414100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.414200E-01,+5.560000E+00,+1.264000E+01,+1.052000E+01
+4.414300E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.414400E-01,+1.000000E+00,+1.272000E+01,+1.052000E+01
+4.414500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.414600E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.414700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.414800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.414900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.415000E-01,+5.999999E-01,+1.240000E+01,+1.052000E+01
+4.415100E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.415200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.415300E-01,+1.236000E+01,+1.280000E+01,+1.052000E+01
+4.415400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.415500E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.415600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.415700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.415800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.415900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.416000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.416100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.416200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.416300E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.416400E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.416500E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.416600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.416700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.416800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.416900E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.417000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.417100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.417200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.417300E-01,+1.220000E+01,+1.280000E+01,+1.052000E+01
+4.417400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.417500E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.417600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.417700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.417800E-01,+1.212000E+01,+1.256000E+01,+1.052000E+01
+4.417900E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.418000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.418100E-01,+1.228000E+01,+1.280000E+01,+1.052000E+01
+4.418200E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.418300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.418400E-01,+1.228000E+01,+1.264000E+01,+1.052000E+01
+4.418500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.418600E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.418700E-01,+1.212000E+01,+1.280000E+01,+1.052000E+01
+4.418800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.418900E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.419000E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.419100E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.419200E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.419300E-01,+1.180000E+01,+1.248000E+01,+1.052000E+01
+4.419400E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.419500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.419600E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.419700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.419800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.419900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.420000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.420100E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.420200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.420300E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.420400E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.420500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.420600E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.420700E-01,+1.180000E+01,+1.248000E+01,+1.052000E+01
+4.420800E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.420900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.421000E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.421100E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.421200E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.421300E-01,+7.960000E+00,+1.256000E+01,+1.052000E+01
+4.421400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.421500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.421600E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.421700E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.421800E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.421900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422000E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.422500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.422700E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.422800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.422900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.423000E-01,+1.400000E+00,+1.288000E+01,+1.052000E+01
+4.423100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.423200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.423300E-01,+1.240000E+00,+1.256000E+01,+1.052000E+01
+4.423400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.423500E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.423600E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.423700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.423800E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.423900E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.424000E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.424100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.424200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.424300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.424400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.424500E-01,+1.160000E+00,+1.256000E+01,+1.052000E+01
+4.424600E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.424700E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.424800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.424900E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.425000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.425100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.425200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.425300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.425400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.425500E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.425600E-01,+9.200001E-01,+1.256000E+01,+1.052000E+01
+4.425700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.425800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.425900E-01,+1.480000E+00,+1.280000E+01,+1.052000E+01
+4.426000E-01,+1.000000E+00,+1.264000E+01,+1.052000E+01
+4.426100E-01,+1.160000E+00,+1.280000E+01,+1.052000E+01
+4.426200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.426300E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.426400E-01,+1.000000E+00,+1.256000E+01,+1.052000E+01
+4.426500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.426600E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.426700E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.426800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.426900E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.427000E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.427100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.427200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.427300E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.427400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.427500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.427600E-01,+1.080000E+00,+1.248000E+01,+1.052000E+01
+4.427700E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.427800E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.427900E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.428000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.428100E-01,+8.840000E+00,+1.264000E+01,+1.052000E+01
+4.428200E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.428300E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.428400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.428500E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.428600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.428700E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.428800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.428900E-01,+6.440000E+00,+1.264000E+01,+1.052000E+01
+4.429000E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.429100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.429200E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.429300E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.429400E-01,+2.920000E+00,+1.264000E+01,+1.052000E+01
+4.429500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.429600E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.429700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.429800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.429900E-01,+1.188000E+01,+1.256000E+01,+1.052000E+01
+4.430000E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.430100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.430200E-01,+1.320000E+00,+1.280000E+01,+1.052000E+01
+4.430300E-01,+1.080000E+00,+1.272000E+01,+1.052000E+01
+4.430400E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.430500E-01,+1.148000E+01,+1.264000E+01,+1.052000E+01
+4.430600E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.430700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.430800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.430900E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.431000E-01,+4.040000E+00,+1.272000E+01,+1.052000E+01
+4.431100E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.431200E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.431300E-01,+9.200001E-01,+1.248000E+01,+1.052000E+01
+4.431400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.431500E-01,+5.400000E+00,+1.264000E+01,+1.052000E+01
+4.431600E-01,+1.212000E+01,+1.280000E+01,+1.052000E+01
+4.431700E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.431800E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.431900E-01,+1.212000E+01,+1.248000E+01,+1.052000E+01
+4.432000E-01,+1.012000E+01,+1.264000E+01,+1.052000E+01
+4.432100E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.432200E-01,+1.320000E+00,+1.288000E+01,+1.052000E+01
+4.432300E-01,+1.080000E+00,+1.256000E+01,+1.052000E+01
+4.432400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.432500E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.432600E-01,+1.204000E+01,+1.272000E+01,+1.052000E+01
+4.432700E-01,+1.204000E+01,+1.256000E+01,+1.052000E+01
+4.432800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.432900E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.433000E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.433100E-01,+2.280000E+00,+1.272000E+01,+1.052000E+01
+4.433200E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.433300E-01,+1.240000E+00,+1.264000E+01,+1.052000E+01
+4.433400E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.433500E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.433600E-01,+8.040000E+00,+1.272000E+01,+1.052000E+01
+4.433700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.433800E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.433900E-01,+1.220000E+01,+1.264000E+01,+1.052000E+01
+4.434000E-01,+1.220000E+01,+1.272000E+01,+1.052000E+01
+4.434100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.434200E-01,+1.172000E+01,+1.256000E+01,+1.052000E+01
+4.434300E-01,+1.880000E+00,+1.272000E+01,+1.052000E+01
+4.434400E-01,+1.080000E+00,+1.264000E+01,+1.052000E+01
+4.434500E-01,+1.240000E+00,+1.272000E+01,+1.052000E+01
+4.434600E-01,+1.160000E+00,+1.264000E+01,+1.052000E+01
+4.434700E-01,+1.160000E+00,+1.272000E+01,+1.052000E+01
+4.434800E-01,+9.000000E+00,+1.264000E+01,+1.052000E+01
+4.434900E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.435000E-01,+1.196000E+01,+1.272000E+01,+1.052000E+01
+4.435100E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435200E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435300E-01,+1.212000E+01,+1.272000E+01,+1.052000E+01
+4.435400E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435500E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435600E-01,+1.204000E+01,+1.264000E+01,+1.052000E+01
+4.435700E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435800E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
+4.435900E-01,+1.228000E+01,+1.272000E+01,+1.052000E+01
+4.436000E-01,+1.212000E+01,+1.264000E+01,+1.052000E+01
